YMS, HM, Used
20180501.000000, 2030.000000, 0.042000
20180501.000000, 2015.000000, 0.050000
20180501.000000, 2000.000000, 0.468000
20180501.000000, 1945.000000, 2.308000
20180501.000000, 1930.000000, 2.306000
20180501.000000, 1915.000000, 2.318000
20180501.000000, 2015.000000, 0.050000
20180501.000000, 2000.000000, 0.468000
20180501.000000, 1945.000000, 2.308000
20180501.000000, 1930.000000, 2.306000
20180501.000000, 1915.000000, 2.318000
20180501.000000, 1900.000000, 2.318000
20180501.000000, 2000.000000, 0.468000
20180501.000000, 1945.000000, 2.308000
20180501.000000, 1930.000000, 2.306000
20180501.000000, 1915.000000, 2.318000
20180501.000000, 1900.000000, 2.318000
20180501.000000, 1845.000000, 2.244000
20180501.000000, 1945.000000, 2.308000
20180501.000000, 1930.000000, 2.306000
20180501.000000, 1915.000000, 2.318000
20180501.000000, 1900.000000, 2.318000
20180501.000000, 1845.000000, 2.244000
20180501.000000, 1830.000000, 2.142000
20180501.000000, 1930.000000, 2.306000
20180501.000000, 1915.000000, 2.318000
20180501.000000, 1900.000000, 2.318000
20180501.000000, 1845.000000, 2.244000
20180501.000000, 1830.000000, 2.142000
20180501.000000, 1815.000000, 1.278000
20180501.000000, 1915.000000, 2.318000
20180501.000000, 1900.000000, 2.318000
20180501.000000, 1845.000000, 2.244000
20180501.000000, 1830.000000, 2.142000
20180501.000000, 1815.000000, 1.278000
20180501.000000, 1800.000000, 1.310000
20180501.000000, 1900.000000, 2.318000
20180501.000000, 1845.000000, 2.244000
20180501.000000, 1830.000000, 2.142000
20180501.000000, 1815.000000, 1.278000
20180501.000000, 1800.000000, 1.310000
20180501.000000, 1745.000000, 1.288000
20180501.000000, 1845.000000, 2.244000
20180501.000000, 1830.000000, 2.142000
20180501.000000, 1815.000000, 1.278000
20180501.000000, 1800.000000, 1.310000
20180501.000000, 1745.000000, 1.288000
20180501.000000, 1730.000000, 1.330000
20180501.000000, 1830.000000, 2.142000
20180501.000000, 1815.000000, 1.278000
20180501.000000, 1800.000000, 1.310000
20180501.000000, 1745.000000, 1.288000
20180501.000000, 1730.000000, 1.330000
20180501.000000, 1715.000000, 1.328000
20180501.000000, 1815.000000, 1.278000
20180501.000000, 1800.000000, 1.310000
20180501.000000, 1745.000000, 1.288000
20180501.000000, 1730.000000, 1.330000
20180501.000000, 1715.000000, 1.328000
20180501.000000, 1700.000000, 1.346000
20180501.000000, 1800.000000, 1.310000
20180501.000000, 1745.000000, 1.288000
20180501.000000, 1730.000000, 1.330000
20180501.000000, 1715.000000, 1.328000
20180501.000000, 1700.000000, 1.346000
20180501.000000, 1645.000000, 1.294000
20180501.000000, 1745.000000, 1.288000
20180501.000000, 1730.000000, 1.330000
20180501.000000, 1715.000000, 1.328000
20180501.000000, 1700.000000, 1.346000
20180501.000000, 1645.000000, 1.294000
20180501.000000, 1630.000000, 1.434000
20180501.000000, 1730.000000, 1.330000
20180501.000000, 1715.000000, 1.328000
20180501.000000, 1700.000000, 1.346000
20180501.000000, 1645.000000, 1.294000
20180501.000000, 1630.000000, 1.434000
20180501.000000, 1615.000000, 1.356000
20180501.000000, 1715.000000, 1.328000
20180501.000000, 1700.000000, 1.346000
20180501.000000, 1645.000000, 1.294000
20180501.000000, 1630.000000, 1.434000
20180501.000000, 1615.000000, 1.356000
20180501.000000, 1600.000000, 1.322000
20180501.000000, 1700.000000, 1.346000
20180501.000000, 1645.000000, 1.294000
20180501.000000, 1630.000000, 1.434000
20180501.000000, 1615.000000, 1.356000
20180501.000000, 1600.000000, 1.322000
20180501.000000, 1545.000000, 1.338000
20180501.000000, 1645.000000, 1.294000
20180501.000000, 1630.000000, 1.434000
20180501.000000, 1615.000000, 1.356000
20180501.000000, 1600.000000, 1.322000
20180501.000000, 1545.000000, 1.338000
20180501.000000, 1530.000000, 1.332000
20180501.000000, 1630.000000, 1.434000
20180501.000000, 1615.000000, 1.356000
20180501.000000, 1600.000000, 1.322000
20180501.000000, 1545.000000, 1.338000
20180501.000000, 1530.000000, 1.332000
20180501.000000, 1515.000000, 1.356000
20180501.000000, 1615.000000, 1.356000
20180501.000000, 1600.000000, 1.322000
20180501.000000, 1545.000000, 1.338000
20180501.000000, 1530.000000, 1.332000
20180501.000000, 1515.000000, 1.356000
20180501.000000, 1500.000000, 1.308000
20180501.000000, 1600.000000, 1.322000
20180501.000000, 1545.000000, 1.338000
20180501.000000, 1530.000000, 1.332000
20180501.000000, 1515.000000, 1.356000
20180501.000000, 1500.000000, 1.308000
20180501.000000, 1445.000000, 1.312000
20180501.000000, 1545.000000, 1.338000
20180501.000000, 1530.000000, 1.332000
20180501.000000, 1515.000000, 1.356000
20180501.000000, 1500.000000, 1.308000
20180501.000000, 1445.000000, 1.312000
20180501.000000, 1430.000000, 1.296000
20180501.000000, 1530.000000, 1.332000
20180501.000000, 1515.000000, 1.356000
20180501.000000, 1500.000000, 1.308000
20180501.000000, 1445.000000, 1.312000
20180501.000000, 1430.000000, 1.296000
20180501.000000, 1415.000000, 1.334000
20180501.000000, 1515.000000, 1.356000
20180501.000000, 1500.000000, 1.308000
20180501.000000, 1445.000000, 1.312000
20180501.000000, 1430.000000, 1.296000
20180501.000000, 1415.000000, 1.334000
20180501.000000, 1400.000000, 1.324000
20180501.000000, 1500.000000, 1.308000
20180501.000000, 1445.000000, 1.312000
20180501.000000, 1430.000000, 1.296000
20180501.000000, 1415.000000, 1.334000
20180501.000000, 1400.000000, 1.324000
20180501.000000, 1345.000000, 1.346000
20180501.000000, 1445.000000, 1.312000
20180501.000000, 1430.000000, 1.296000
20180501.000000, 1415.000000, 1.334000
20180501.000000, 1400.000000, 1.324000
20180501.000000, 1345.000000, 1.346000
20180501.000000, 1330.000000, 1.306000
20180501.000000, 1430.000000, 1.296000
20180501.000000, 1415.000000, 1.334000
20180501.000000, 1400.000000, 1.324000
20180501.000000, 1345.000000, 1.346000
20180501.000000, 1330.000000, 1.306000
20180501.000000, 1315.000000, 1.316000
20180501.000000, 1415.000000, 1.334000
20180501.000000, 1400.000000, 1.324000
20180501.000000, 1345.000000, 1.346000
20180501.000000, 1330.000000, 1.306000
20180501.000000, 1315.000000, 1.316000
20180501.000000, 1300.000000, 1.302000
20180501.000000, 1400.000000, 1.324000
20180501.000000, 1345.000000, 1.346000
20180501.000000, 1330.000000, 1.306000
20180501.000000, 1315.000000, 1.316000
20180501.000000, 1300.000000, 1.302000
20180501.000000, 1245.000000, 1.318000
20180501.000000, 1345.000000, 1.346000
20180501.000000, 1330.000000, 1.306000
20180501.000000, 1315.000000, 1.316000
20180501.000000, 1300.000000, 1.302000
20180501.000000, 1245.000000, 1.318000
20180501.000000, 1230.000000, 1.296000
20180501.000000, 1330.000000, 1.306000
20180501.000000, 1315.000000, 1.316000
20180501.000000, 1300.000000, 1.302000
20180501.000000, 1245.000000, 1.318000
20180501.000000, 1230.000000, 1.296000
20180501.000000, 1215.000000, 1.342000
20180501.000000, 1315.000000, 1.316000
20180501.000000, 1300.000000, 1.302000
20180501.000000, 1245.000000, 1.318000
20180501.000000, 1230.000000, 1.296000
20180501.000000, 1215.000000, 1.342000
20180501.000000, 1200.000000, 1.340000
20180501.000000, 1300.000000, 1.302000
20180501.000000, 1245.000000, 1.318000
20180501.000000, 1230.000000, 1.296000
20180501.000000, 1215.000000, 1.342000
20180501.000000, 1200.000000, 1.340000
20180501.000000, 1145.000000, 1.354000
20180501.000000, 1245.000000, 1.318000
20180501.000000, 1230.000000, 1.296000
20180501.000000, 1215.000000, 1.342000
20180501.000000, 1200.000000, 1.340000
20180501.000000, 1145.000000, 1.354000
20180501.000000, 1130.000000, 1.336000
20180501.000000, 1230.000000, 1.296000
20180501.000000, 1215.000000, 1.342000
20180501.000000, 1200.000000, 1.340000
20180501.000000, 1145.000000, 1.354000
20180501.000000, 1130.000000, 1.336000
20180501.000000, 1115.000000, 1.358000
20180501.000000, 1215.000000, 1.342000
20180501.000000, 1200.000000, 1.340000
20180501.000000, 1145.000000, 1.354000
20180501.000000, 1130.000000, 1.336000
20180501.000000, 1115.000000, 1.358000
20180501.000000, 1100.000000, 1.328000
20180501.000000, 1200.000000, 1.340000
20180501.000000, 1145.000000, 1.354000
20180501.000000, 1130.000000, 1.336000
20180501.000000, 1115.000000, 1.358000
20180501.000000, 1100.000000, 1.328000
20180501.000000, 1045.000000, 1.062000
20180501.000000, 1145.000000, 1.354000
20180501.000000, 1130.000000, 1.336000
20180501.000000, 1115.000000, 1.358000
20180501.000000, 1100.000000, 1.328000
20180501.000000, 1045.000000, 1.062000
20180501.000000, 1030.000000, 0.910000
20180501.000000, 1130.000000, 1.336000
20180501.000000, 1115.000000, 1.358000
20180501.000000, 1100.000000, 1.328000
20180501.000000, 1045.000000, 1.062000
20180501.000000, 1030.000000, 0.910000
20180501.000000, 1015.000000, 0.908000
20180501.000000, 1115.000000, 1.358000
20180501.000000, 1100.000000, 1.328000
20180501.000000, 1045.000000, 1.062000
20180501.000000, 1030.000000, 0.910000
20180501.000000, 1015.000000, 0.908000
20180501.000000, 1000.000000, 0.908000
20180501.000000, 1100.000000, 1.328000
20180501.000000, 1045.000000, 1.062000
20180501.000000, 1030.000000, 0.910000
20180501.000000, 1015.000000, 0.908000
20180501.000000, 1000.000000, 0.908000
20180501.000000, 945.000000, 0.208000
20180501.000000, 1045.000000, 1.062000
20180501.000000, 1030.000000, 0.910000
20180501.000000, 1015.000000, 0.908000
20180501.000000, 1000.000000, 0.908000
20180501.000000, 945.000000, 0.208000
20180501.000000, 930.000000, 0.044000
20180501.000000, 1030.000000, 0.910000
20180501.000000, 1015.000000, 0.908000
20180501.000000, 1000.000000, 0.908000
20180501.000000, 945.000000, 0.208000
20180501.000000, 930.000000, 0.044000
20180501.000000, 915.000000, 0.038000
20180501.000000, 1015.000000, 0.908000
20180501.000000, 1000.000000, 0.908000
20180501.000000, 945.000000, 0.208000
20180501.000000, 930.000000, 0.044000
20180501.000000, 915.000000, 0.038000
20180501.000000, 900.000000, 0.060000
20180501.000000, 1000.000000, 0.908000
20180501.000000, 945.000000, 0.208000
20180501.000000, 930.000000, 0.044000
20180501.000000, 915.000000, 0.038000
20180501.000000, 900.000000, 0.060000
20180501.000000, 845.000000, 0.046000
20180501.000000, 945.000000, 0.208000
20180501.000000, 930.000000, 0.044000
20180501.000000, 915.000000, 0.038000
20180501.000000, 900.000000, 0.060000
20180501.000000, 845.000000, 0.046000
20180501.000000, 830.000000, 0.044000
20180501.000000, 930.000000, 0.044000
20180501.000000, 915.000000, 0.038000
20180501.000000, 900.000000, 0.060000
20180501.000000, 845.000000, 0.046000
20180501.000000, 830.000000, 0.044000
20180501.000000, 815.000000, 0.028000
20180501.000000, 915.000000, 0.038000
20180501.000000, 900.000000, 0.060000
20180501.000000, 845.000000, 0.046000
20180501.000000, 830.000000, 0.044000
20180501.000000, 815.000000, 0.028000
20180501.000000, 800.000000, 0.050000
20180501.000000, 900.000000, 0.060000
20180501.000000, 845.000000, 0.046000
20180501.000000, 830.000000, 0.044000
20180501.000000, 815.000000, 0.028000
20180501.000000, 800.000000, 0.050000
20180501.000000, 745.000000, 0.030000
20180501.000000, 845.000000, 0.046000
20180501.000000, 830.000000, 0.044000
20180501.000000, 815.000000, 0.028000
20180501.000000, 800.000000, 0.050000
20180501.000000, 745.000000, 0.030000
20180501.000000, 730.000000, 0.062000
20180501.000000, 830.000000, 0.044000
20180501.000000, 815.000000, 0.028000
20180501.000000, 800.000000, 0.050000
20180501.000000, 745.000000, 0.030000
20180501.000000, 730.000000, 0.062000
20180501.000000, 715.000000, 0.036000
20180501.000000, 815.000000, 0.028000
20180501.000000, 800.000000, 0.050000
20180501.000000, 745.000000, 0.030000
20180501.000000, 730.000000, 0.062000
20180501.000000, 715.000000, 0.036000
20180501.000000, 700.000000, 0.040000
20180501.000000, 800.000000, 0.050000
20180501.000000, 745.000000, 0.030000
20180501.000000, 730.000000, 0.062000
20180501.000000, 715.000000, 0.036000
20180501.000000, 700.000000, 0.040000
20180501.000000, 645.000000, 0.030000
20180501.000000, 745.000000, 0.030000
20180501.000000, 730.000000, 0.062000
20180501.000000, 715.000000, 0.036000
20180501.000000, 700.000000, 0.040000
20180501.000000, 645.000000, 0.030000
20180501.000000, 630.000000, 0.024000
20180501.000000, 730.000000, 0.062000
20180501.000000, 715.000000, 0.036000
20180501.000000, 700.000000, 0.040000
20180501.000000, 645.000000, 0.030000
20180501.000000, 630.000000, 0.024000
20180501.000000, 615.000000, 0.050000
20180501.000000, 715.000000, 0.036000
20180501.000000, 700.000000, 0.040000
20180501.000000, 645.000000, 0.030000
20180501.000000, 630.000000, 0.024000
20180501.000000, 615.000000, 0.050000
20180501.000000, 600.000000, 0.058000
20180501.000000, 700.000000, 0.040000
20180501.000000, 645.000000, 0.030000
20180501.000000, 630.000000, 0.024000
20180501.000000, 615.000000, 0.050000
20180501.000000, 600.000000, 0.058000
20180501.000000, 545.000000, 0.078000
20180501.000000, 645.000000, 0.030000
20180501.000000, 630.000000, 0.024000
20180501.000000, 615.000000, 0.050000
20180501.000000, 600.000000, 0.058000
20180501.000000, 545.000000, 0.078000
20180501.000000, 530.000000, 0.044000
20180501.000000, 630.000000, 0.024000
20180501.000000, 615.000000, 0.050000
20180501.000000, 600.000000, 0.058000
20180501.000000, 545.000000, 0.078000
20180501.000000, 530.000000, 0.044000
20180501.000000, 515.000000, 0.044000
20180501.000000, 615.000000, 0.050000
20180501.000000, 600.000000, 0.058000
20180501.000000, 545.000000, 0.078000
20180501.000000, 530.000000, 0.044000
20180501.000000, 515.000000, 0.044000
20180501.000000, 500.000000, 0.026000
20180501.000000, 600.000000, 0.058000
20180501.000000, 545.000000, 0.078000
20180501.000000, 530.000000, 0.044000
20180501.000000, 515.000000, 0.044000
20180501.000000, 500.000000, 0.026000
20180501.000000, 445.000000, 0.060000
20180501.000000, 545.000000, 0.078000
20180501.000000, 530.000000, 0.044000
20180501.000000, 515.000000, 0.044000
20180501.000000, 500.000000, 0.026000
20180501.000000, 445.000000, 0.060000
20180501.000000, 430.000000, 0.040000
20180501.000000, 530.000000, 0.044000
20180501.000000, 515.000000, 0.044000
20180501.000000, 500.000000, 0.026000
20180501.000000, 445.000000, 0.060000
20180501.000000, 430.000000, 0.040000
20180501.000000, 415.000000, 0.048000
20180501.000000, 515.000000, 0.044000
20180501.000000, 500.000000, 0.026000
20180501.000000, 445.000000, 0.060000
20180501.000000, 430.000000, 0.040000
20180501.000000, 415.000000, 0.048000
20180501.000000, 400.000000, 0.050000
20180501.000000, 500.000000, 0.026000
20180501.000000, 445.000000, 0.060000
20180501.000000, 430.000000, 0.040000
20180501.000000, 415.000000, 0.048000
20180501.000000, 400.000000, 0.050000
20180501.000000, 345.000000, 0.024000
20180501.000000, 445.000000, 0.060000
20180501.000000, 430.000000, 0.040000
20180501.000000, 415.000000, 0.048000
20180501.000000, 400.000000, 0.050000
20180501.000000, 345.000000, 0.024000
20180501.000000, 330.000000, 0.058000
20180501.000000, 430.000000, 0.040000
20180501.000000, 415.000000, 0.048000
20180501.000000, 400.000000, 0.050000
20180501.000000, 345.000000, 0.024000
20180501.000000, 330.000000, 0.058000
20180501.000000, 315.000000, 0.026000
20180501.000000, 415.000000, 0.048000
20180501.000000, 400.000000, 0.050000
20180501.000000, 345.000000, 0.024000
20180501.000000, 330.000000, 0.058000
20180501.000000, 315.000000, 0.026000
20180501.000000, 300.000000, 0.062000
20180501.000000, 400.000000, 0.050000
20180501.000000, 345.000000, 0.024000
20180501.000000, 330.000000, 0.058000
20180501.000000, 315.000000, 0.026000
20180501.000000, 300.000000, 0.062000
20180501.000000, 245.000000, 0.042000
20180501.000000, 345.000000, 0.024000
20180501.000000, 330.000000, 0.058000
20180501.000000, 315.000000, 0.026000
20180501.000000, 300.000000, 0.062000
20180501.000000, 245.000000, 0.042000
20180501.000000, 230.000000, 0.046000
20180501.000000, 330.000000, 0.058000
20180501.000000, 315.000000, 0.026000
20180501.000000, 300.000000, 0.062000
20180501.000000, 245.000000, 0.042000
20180501.000000, 230.000000, 0.046000
20180501.000000, 215.000000, 0.024000
20180501.000000, 315.000000, 0.026000
20180501.000000, 300.000000, 0.062000
20180501.000000, 245.000000, 0.042000
20180501.000000, 230.000000, 0.046000
20180501.000000, 215.000000, 0.024000
20180501.000000, 200.000000, 0.056000
20180501.000000, 300.000000, 0.062000
20180501.000000, 245.000000, 0.042000
20180501.000000, 230.000000, 0.046000
20180501.000000, 215.000000, 0.024000
20180501.000000, 200.000000, 0.056000
20180501.000000, 145.000000, 0.048000
20180501.000000, 245.000000, 0.042000
20180501.000000, 230.000000, 0.046000
20180501.000000, 215.000000, 0.024000
20180501.000000, 200.000000, 0.056000
20180501.000000, 145.000000, 0.048000
20180501.000000, 130.000000, 0.046000
20180501.000000, 230.000000, 0.046000
20180501.000000, 215.000000, 0.024000
20180501.000000, 200.000000, 0.056000
20180501.000000, 145.000000, 0.048000
20180501.000000, 130.000000, 0.046000
20180501.000000, 115.000000, 0.060000
20180501.000000, 215.000000, 0.024000
20180501.000000, 200.000000, 0.056000
20180501.000000, 145.000000, 0.048000
20180501.000000, 130.000000, 0.046000
20180501.000000, 115.000000, 0.060000
20180501.000000, 100.000000, 0.040000
20180501.000000, 200.000000, 0.056000
20180501.000000, 145.000000, 0.048000
20180501.000000, 130.000000, 0.046000
20180501.000000, 115.000000, 0.060000
20180501.000000, 100.000000, 0.040000
20180501.000000, 45.000000, 0.046000
20180501.000000, 145.000000, 0.048000
20180501.000000, 130.000000, 0.046000
20180501.000000, 115.000000, 0.060000
20180501.000000, 100.000000, 0.040000
20180501.000000, 45.000000, 0.046000
